2019	11	03	00	10	16	5.30
2019	11	03	01	25	16	10.0
2019	11	03	02	65	16	15.0
2019	11	03	03	31	16	20.6
2019	11	03	04	11	16	25.4
2019	11	03	05	24	16	30.1
2019	11	03	07	32	16	35.1
2019	11	03	07	16	16	40.8
2019	11	03	08	06	16	45.2
2019	11	03	08	11	16	45.1
2019	11	03	08	12	16	50.1
2019	11	03	08	45	16	55.3
2019	11	03	09	00	16	60.2
2019	11	03	09	12	16	70.8
2019	11	03	09	45	16	75.1
2019	11	03	10	22	16	76.8
2019	11	03	10	23	00	79.2
2019	11	03	10	24	00	80.1
2019	11	03	10	30	02	88.5
2019	11	03	10	31	00	15.0
2019	11	03	11	10	16	20.2
2019	11	03	11	10	16	26.6
2019	11	03	12	10	16	39.2
2019	11	03	15	10	16	0.2
2019	11	03	16	10	16	55.0
2019	11	03	17	10	16	89.2
2019	11	03	19	10	16	69.2
2019	11	03	20	10	16	78.5
2019	11	03	21	10	16	88.6
2019	11	03	22	10	16	99.1
2019	11	03	22	10	16	100.3
2019	11	03	23	10	16	150.3
2019	11	03	23	10	16	25.3
2019	11	03	23	10	16	31.0
